edge_id,from_node,to_node,from_x,from_y,to_x,to_y,shape
-1009539090#0,9316831475,cluster_12086567771_3201880957,8619.73,5575.87,8575.26,5595.66,"8619.73,5575.87 8606.05,5576.77 8575.26,5595.66"
-1009539090#1,3201880869,9316831475,8647.4,5574.06,8629.12,5575.26,"8647.40,5574.06 8629.12,5575.26"
-1009546550#0,6154225336,2705435865,6386.12,5948.94,6254.32,6008.92,"6386.12,5948.94 6384.12,5950.41 6364.97,5961.83 6326.39,5985.20 6262.23,6006.99 6254.32,6008.92"
-1009546550#1,9766073942,6154225336,6476.39,5870.94,6397.78,5940.35,"6476.39,5870.94 6453.19,5894.87 6402.95,5936.54 6397.78,5940.35"
-1009546550#2,cluster_2346766144_312707107,9766073942,6585.0,5850.59,6486.42,5860.6,"6585.00,5850.59 6549.16,5846.61 6496.07,5850.63 6486.42,5860.60"
-1009547772,2122268076,cluster_2122268025_2433809952,5041.6,5148.49,5044.16,5121.96,"5041.60,5148.49 5044.16,5121.96"
-1009547773,9314864000,2122268076,4992.04,5155.77,5031.87,5157.01,"4992.04,5155.77 5031.87,5157.01"
-1009766176#0,cluster_2122268025_2433809952,2122268044,5050.18,5116.64,5229.57,5158.24,"5050.18,5116.64 5120.69,5118.56 5213.13,5123.77 5215.98,5124.44 5218.65,5126.61 5229.57,5158.24"
-1009766176#2,cluster_2122268030_2122281879,cluster_2122268025_2433809952,4994.45,5111.42,5016.78,5113.22,"4994.45,5111.42 5016.78,5113.22"
-1009769119#0,9316831474,cluster_3201880742_9316831472,8634.26,5625.53,8655.35,5622.19,"8634.26,5625.53 8655.35,5622.19"
-1009769119#1,9316831476,9316831474,8618.79,5627.99,8624.96,5627.01,"8618.79,5627.99 8624.96,5627.01"
-1009769119#2,9316831473,9316831476,8581.18,5633.94,8609.5,5629.46,"8581.18,5633.94 8609.50,5629.46"
-1009769120,9316831475,9316831474,8623.31,5582.12,8627.1,5620.01,"8623.31,5582.12 8627.10,5620.01"
-1009769121,9316831477,9316831476,8607.49,5587.83,8611.61,5622.56,"8607.49,5587.83 8611.61,5622.56"
-1009774730,9316860721,9316860720,7236.76,3256.94,7356.3,3238.36,"7236.76,3256.94 7356.30,3238.36"
-1010099909#0,12086568342,cluster_297464807_3201880807,8711.64,5481.55,8736.3,5467.88,"8711.64,5481.55 8736.30,5467.88"
-1010099909#1,9319839945,12086568342,8692.75,5492.02,8698.36,5488.91,"8692.75,5492.02 8698.36,5488.91"
-1010100132#0,9319862639,9319862638,8623.86,5682.55,8606.67,5676.28,"8623.86,5682.55 8606.67,5676.28"
-1010100132#1,9319862634,9319862639,8643.38,5678.21,8632.45,5685.32,"8643.38,5678.21 8643.10,5688.30 8632.45,5685.32"
-1010100132#2,9319862638,9319862634,8604.6,5667.98,8643.01,5669.52,"8604.60,5667.98 8602.10,5641.96 8639.39,5639.19 8643.01,5669.52"
-1010100133,cluster_3201880836_7156023731,9319862638,8590.09,5680.69,8599.04,5675.85,"8590.09,5680.69 8590.19,5680.53 8599.04,5675.85"
-1010100134,9319862640,9319862639,8625.02,5697.52,8627.59,5690.66,"8625.02,5697.52 8627.59,5690.66"
-1010100135,9319862634,cluster_12086566185_9169431160,8649.73,5675.25,8665.78,5675.37,"8649.73,5675.25 8665.78,5675.37"
-1010102199,3752450278,3752450287,4914.75,5728.04,4893.17,5758.22,"4914.75,5728.04 4906.70,5733.88 4902.42,5737.35 4898.35,5741.81 4897.01,5744.48 4896.87,5747.70 4897.79,5752.40 4897.85,5753.87 4897.52,5754.71 4893.17,5758.22"
-1010142317#1,4941997032,cluster_10665444979_12074940485_12074940486_12074940487_#1more,9407.97,6089.74,9201.65,6119.78,"9407.97,6089.74 9308.29,6104.26 9201.65,6119.78"
-1010421419#0,3752452001,1083544545,6589.11,5793.76,6589.53,5802.97,"6589.11,5793.76 6589.53,5802.97"
-1010421419#1,298599190,3752452001,6587.96,5768.42,6588.45,5779.28,"6587.96,5768.42 6588.45,5779.28"
-1010421419#2,312707262,298599190,6587.3,5725.52,6587.56,5753.84,"6587.30,5725.52 6587.56,5753.84"
-1010421419#3,312706838,312707262,6586.73,5664.17,6587.16,5710.87,"6586.73,5664.17 6587.16,5710.87"
-1010421420#0,2346766143,1083544545,6698.81,5804.79,6598.56,5808.21,"6698.81,5804.79 6598.56,5808.21"
-1010421420#1,3752452008,2346766143,6729.4,5803.74,6713.26,5804.29,"6729.40,5803.74 6713.26,5804.29"
-1010421420#2,3752452007,3752452008,6753.62,5802.92,6743.8,5803.25,"6753.62,5802.92 6743.80,5803.25"
-1010421420#3,3752452006,3752452007,6775.92,5802.16,6768.03,5802.43,"6775.92,5802.16 6768.03,5802.43"
-1010421420#4,3752452005,3752452006,6799.26,5801.16,6790.32,5801.55,"6799.26,5801.16 6790.32,5801.55"
-1010421420#5,3752452004,3752452005,6824.99,5800.01,6813.87,5800.51,"6824.99,5800.01 6813.87,5800.51"
-1010421420#6,cluster_12079953130_3752452003,3752452004,6837.85,5799.44,6837.65,5799.45,"6837.85,5799.44 6837.65,5799.45"
-1010421420#8,2705418542,cluster_12079953130_3752452003,6874.09,5799.08,6856.05,5798.86,"6874.09,5799.08 6856.05,5798.86"
-1010424151#0,9322776469,cluster_312691777_9322776466,8655.32,6137.1,8622.8,6076.32,"8655.32,6137.10 8647.54,6130.00 8634.32,6105.27 8622.80,6076.32"
-1010424151#1,1083529145,9322776469,8658.27,6163.82,8659.42,6146.86,"8658.27,6163.82 8656.87,6161.01 8655.37,6156.82 8654.60,6150.74 8655.03,6149.87 8658.76,6148.78 8659.42,6146.86"
-1010449649,9322787078,9322787076,8544.47,5309.62,8563.32,5367.98,"8544.47,5309.62 8563.32,5367.98"
-1010449841,9322787078,312691481,8536.43,5302.99,8497.54,5315.73,"8536.43,5302.99 8497.54,5315.73"
-1010449842,9322787077,9322787078,8522.91,5242.85,8540.04,5295.89,"8522.91,5242.85 8540.04,5295.89"
-1010450627,9322933335,9322933334,8579.38,5282.66,8561.1,5228.97,"8579.38,5282.66 8561.10,5228.97"
-1010450628,9322933336,9322933335,8602.59,5355.17,8583.92,5296.45,"8602.59,5355.17 8583.92,5296.45"
-1010451763#0,9322949355,9322949351,8613.91,5246.13,8608.62,5247.92,"8613.91,5246.13 8608.62,5247.92"
-1010451763#1,9322949357,9322949355,8629.59,5240.9,8627.56,5241.57,"8629.59,5240.90 8627.56,5241.57"
-1010451763#2,9322949359,9322949357,8661.02,5255.83,8643.25,5236.28,"8661.02,5255.83 8654.19,5232.49 8643.25,5236.28"
-1010451763#3,9322949364,9322949359,8661.57,5291.65,8665.06,5269.66,"8661.57,5291.65 8670.57,5288.52 8665.06,5269.66"
-1010451763#4,9322949354,9322949364,8627.5,5303.48,8647.97,5296.38,"8627.50,5303.48 8647.97,5296.38"
-1010451764,cluster_297460062_9322949356,9322949355,8609.04,5211.78,8617.49,5238.91,"8609.04,5211.78 8617.49,5238.91"
-1010451765,9322949358,9322949357,8624.41,5206.04,8633.17,5233.71,"8624.41,5206.04 8633.17,5233.71"
-1010451766,9322949363,9322949359,8673.05,5257.57,8667.98,5259.38,"8673.05,5257.57 8667.98,5259.38"
-1010451767,9322949362,9322949363,8653.71,5195.69,8676.24,5250.42,"8653.71,5195.69 8676.24,5250.42"
-1010451768,9322949365,9322949364,8668.8,5332.18,8658.07,5298.91,"8668.80,5332.18 8658.07,5298.91"
-1010453290,9322949360,9322949363,8691.58,5250.96,8686.68,5252.71,"8691.58,5250.96 8686.68,5252.71"
-1010453291,9322949363,9322949361,8681.26,5264.04,8699.91,5321.32,"8681.26,5264.04 8699.91,5321.32"
-1010455552,9322966685,297468753,8555.88,5408.17,8723.76,5323.78,"8555.88,5408.17 8571.91,5399.27 8619.14,5375.80 8638.58,5381.58 8655.33,5383.22 8667.70,5390.13 8676.65,5392.87 8683.01,5397.68 8692.59,5397.88 8707.49,5378.89 8723.79,5345.21 8723.76,5323.78"
-1010490825,3752556393,3752556406,8543.44,4423.88,8590.77,4484.01,"8543.44,4423.88 8575.75,4421.62 8590.77,4484.01"
-1010490826#0,3752556398,3752556393,8511.86,4460.17,8531.02,4426.15,"8511.86,4460.17 8509.80,4432.49 8531.02,4426.15"
-1010490826#1,3752556408,3752556398,8545.07,4495.67,8513.08,4474.51,"8545.07,4495.67 8518.81,4499.04 8513.08,4474.51"
-1010490826#2,3752556406,3752556408,8586.39,4490.37,8559.42,4493.82,"8586.39,4490.37 8559.42,4493.82"
-1010491189,3752552502,3752556406,8667.12,4647.82,8600.52,4489.93,"8667.12,4647.82 8670.42,4629.93 8667.04,4607.53 8646.10,4551.49 8622.46,4491.78 8600.52,4489.93"
-1010491251,3752552506,3752552502,8614.25,4675.13,8660.91,4658.08,"8614.25,4675.13 8646.28,4667.34 8660.91,4658.08"
-1010901704,9326457142,cluster_3201880732_9326457137,8914.86,5610.05,8778.98,5570.2,"8914.86,5610.05 8827.40,5640.34 8820.83,5638.31 8816.87,5634.28 8791.75,5567.40 8778.98,5570.20"
-1011943729,3755397485,3755397496,4364.41,6602.44,4364.99,6616.61,"4364.41,6602.44 4364.99,6616.61"
-1011944135,9336115930,9336115929,4336.27,6541.61,4338.8,6589.93,"4336.27,6541.61 4338.80,6589.93"
-1012009845#0,9336727320,9336727317,5716.86,4843.0,5716.76,4843.17,"5716.86,4843.00 5716.76,4843.17"
-1012009845#1,9336727319,9336727320,5869.63,4870.66,5721.19,4834.58,"5869.63,4870.66 5740.60,4796.68 5721.19,4834.58"
-1012318048#1,9339354542,cluster_3201880969_9339354543,7970.73,4604.78,7921.76,4617.21,"7970.73,4604.78 7945.62,4615.04 7935.15,4614.72 7921.76,4617.21"
-1012318049#0,9339354546,cluster_3201880969_9339354543,7906.45,4593.24,7914.66,4615.53,"7906.45,4593.24 7909.05,4601.58 7914.66,4615.53"
-1012318049#1,9339354545,9339354546,7950.2,4559.9,7903.65,4584.26,"7950.20,4559.90 7901.27,4576.64 7903.65,4584.26"
-1012318050,9339354547,9339354546,7953.54,4570.67,7910.61,4585.29,"7953.54,4570.67 7910.61,4585.29"
-1012318052,3201880862,cluster_3201880969_9339354543,7889.72,4630.45,7907.12,4624.66,"7889.72,4630.45 7899.76,4627.01 7907.12,4624.66"
-1012383782,9339950832,9339950831,9031.93,5671.37,9152.14,5678.0,"9031.93,5671.37 9152.14,5678.00"
-1012637470,9342325367,312692146,7702.5,4515.84,7686.23,4463.13,"7702.50,4515.84 7686.23,4463.13"
-1012637471#0,9342325370,9342325368,7635.41,4476.24,7647.27,4509.28,"7635.41,4476.24 7647.27,4509.28"
-1012637471#1,9342325369,9342325370,7625.19,4447.74,7630.44,4462.38,"7625.19,4447.74 7630.44,4462.38"
-1012639030,9342383253,2705363639,7683.76,4309.26,7746.56,4291.36,"7683.76,4309.26 7746.56,4291.36"
-1012649438,9342467162,3206224083,9087.62,3216.1,9042.33,3270.72,"9087.62,3216.10 9079.43,3217.22 9065.62,3227.05 9053.39,3245.07 9046.16,3257.15 9042.33,3270.72"
-1012935577#0,9345140063,cluster_2683507687_2684658358_297516015_6907397129,6058.73,3217.55,6528.51,3197.27,"6058.73,3217.55 6105.90,3205.59 6179.21,3199.73 6231.54,3199.09 6434.99,3198.82 6528.51,3197.27"
-1012935577#1,9345140072,9345140063,5928.51,3264.79,6044.76,3221.66,"5928.51,3264.79 5948.59,3251.17 6044.76,3221.66"
-1012935577#2,10094915129,9345140072,5881.16,3296.87,5916.55,3272.9,"5881.16,3296.87 5881.34,3296.76 5916.55,3272.90"
-1012935577#3,9345140061,10094915129,5820.19,3335.13,5868.95,3304.6,"5820.19,3335.13 5868.95,3304.60"
-1012935578#0,9345140063,9345140062,6052.04,3225.4,6089.73,3338.87,"6052.04,3225.40 6089.73,3338.87"
-1012935578#1,10094915133,9345140063,6038.01,3092.33,6047.41,3211.59,"6038.01,3092.33 6059.73,3162.67 6034.74,3174.07 6047.41,3211.59"
-1012935578#2,9345140066,10094915133,6023.0,3043.66,6033.72,3078.41,"6023.00,3043.66 6033.72,3078.41"
-1012935579#0,9345140062,9345140067,6100.39,3344.82,6245.25,3308.92,"6100.39,3344.82 6245.25,3308.92"
-1012935579#1,9345140072,9345140062,5923.99,3274.82,6087.57,3348.86,"5923.99,3274.82 5941.70,3309.79 5968.17,3379.60 5978.35,3388.46 5997.96,3383.20 6087.57,3348.86"
-1012950626,9345299532,cluster_12536271104_3755346467,7912.89,6393.82,7870.03,6423.77,"7912.89,6393.82 7887.84,6410.35 7870.03,6423.77"
-1012951903#0,9345324821,9345324819,8899.81,6551.7,8945.22,6947.57,"8899.81,6551.70 8904.27,6597.10 8937.66,6936.84 8941.48,6942.37 8945.22,6947.57"
-1012951903#1,9345324823,9345324821,8921.41,6425.05,8902.99,6544.7,"8921.41,6425.05 8917.74,6532.41 8902.99,6544.70"
-1012951905,9345324827,9345324821,8831.75,6538.6,8897.02,6547.73,"8831.75,6538.60 8888.24,6542.33 8897.02,6547.73"
-1012968491#0,cluster_9345448772_9345448773,cluster_4939912195_4939912196_9345448767,7862.93,3303.6,7839.05,3421.8,"7862.93,3303.60 7839.05,3421.80"
-1012968491#2,cluster_9345448770_9345448771,cluster_9345448772_9345448773,7764.79,3071.26,7865.68,3289.99,"7764.79,3071.26 7736.91,3093.55 7872.07,3258.32 7865.68,3289.99"
-1012968491#4,9345448769,cluster_9345448770_9345448771,7949.31,3222.19,7777.27,3061.28,"7949.31,3222.19 7803.62,3040.22 7777.27,3061.28"
-1012974859#0,12089997190,9345515923,7086.38,4570.34,7096.3,4649.54,"7086.38,4570.34 7096.30,4649.54"
-1012974859#1,9345515924,12089997190,7067.11,4416.69,7085.19,4560.81,"7067.11,4416.69 7085.19,4560.81"
-1015296400#0,cluster_12486229739_12486229740,2683507727,7332.63,3184.74,7321.92,3174.05,"7332.63,3184.74 7321.92,3174.05"
-1016623627,9376858628,9376858637,8134.57,5779.96,8135.6,5782.73,"8134.57,5779.96 8135.60,5782.73"
-1021075731#0,9417584798,3206099839,8271.89,6301.36,8199.39,6285.43,"8271.89,6301.36 8216.45,6291.13 8199.39,6285.43"
-1021075731#2,cluster_293829003_4937867532_4937867533,9417584798,8280.29,6303.86,8276.49,6302.58,"8280.29,6303.86 8276.49,6302.58"
-1044624259,cluster_1083544811_9611986445,9611986444,5357.37,5002.03,5330.23,5012.32,"5357.37,5002.03 5330.23,5012.32"
-1044624260,9611986446,1083544838,5492.69,4995.93,5465.86,4986.75,"5492.69,4995.93 5465.86,4986.75"
-1044624263,9611986451,cluster_320130495_9611986450,5800.09,3957.69,5788.56,3989.03,"5800.09,3957.69 5788.56,3989.03"
-1044624264,320128803,9611986452,5705.79,3825.83,5742.31,3801.51,"5705.79,3825.83 5742.31,3801.51"
-1044624265,9611986453,3752425653,5783.43,3843.11,5769.97,3823.96,"5783.43,3843.11 5769.97,3823.96"
-1044624266,9611986456,3470872675,5378.56,3694.62,5257.85,3707.78,"5378.56,3694.62 5282.53,3703.74 5270.82,3706.09 5257.85,3707.78"
-1047776689#0,9634857045,9634857044,4262.13,6609.7,4262.63,6626.2,"4262.13,6609.70 4262.63,6626.20"
-1047776689#1,9634857046,9634857045,4258.92,6551.07,4261.49,6595.16,"4258.92,6551.07 4261.49,6595.16"
-1047776690,3755397490,9634857047,4188.27,6604.87,4145.3,6612.93,"4188.27,6604.87 4170.24,6606.38 4145.30,6612.93"
-1047776691,3207537360,3207538864,4594.37,6584.71,4615.7,6668.1,"4594.37,6584.71 4607.12,6626.51 4615.70,6668.10"
-1047776692,3207538890,9634857050,4664.35,6596.78,4704.14,6615.61,"4664.35,6596.78 4694.51,6603.48 4704.14,6615.61"
-1047776693#0,1086228787,9634857050,4715.24,6645.09,4711.87,6626.13,"4715.24,6645.09 4711.87,6626.13"
-1047776693#1,3207537337,1086228787,4662.97,6651.93,4704.75,6652.3,"4662.97,6651.93 4704.75,6652.30"
-1047776694,9634857050,1086228750,4716.51,6619.78,4782.39,6610.18,"4716.51,6619.78 4782.39,6610.18"
-1047776695,9634857056,9634857053,5187.51,6539.91,5212.2,6515.25,"5187.51,6539.91 5204.65,6536.94 5213.89,6528.77 5212.20,6515.25"
-1047776698#0,11109415786,9634857059,3874.36,6150.95,3708.25,6396.63,"3874.36,6150.95 3784.11,6172.82 3704.05,6197.12 3678.06,6207.25 3677.11,6226.21 3708.25,6396.63"
-1047776698#1,11109415788,11109415786,3962.99,6137.49,3883.6,6148.72,"3962.99,6137.49 3912.06,6141.83 3883.60,6148.72"
-1047776698#2,11109415791,11109415788,4033.93,6131.45,3972.36,6136.7,"4033.93,6131.45 3972.36,6136.70"
-1047776698#3,9634857066,11109415791,4083.74,6127.21,4043.3,6130.65,"4083.74,6127.21 4043.30,6130.65"
-1047776698#4,11109415801,9634857066,4401.03,6011.06,4092.64,6126.05,"4401.03,6011.06 4397.51,6012.34 4334.51,6052.37 4324.70,6056.88 4268.99,6075.86 4262.18,6079.90 4256.64,6083.56 4233.54,6099.90 4222.71,6103.28 4173.61,6112.00 4092.64,6126.05"
-1047776698#5,11109470218,11109415801,4459.29,5974.36,4410.78,6009.98,"4459.29,5974.36 4421.06,6009.61 4416.53,6011.13 4412.32,6010.64 4410.78,6009.98"
-1047776698#6,11109470220,11109470218,4468.09,5966.14,4466.13,5967.99,"4468.09,5966.14 4466.13,5967.99"
-1047776698#7,11109415801,11109470220,4404.31,6004.64,4474.92,5959.69,"4404.31,6004.64 4370.28,5969.33 4368.86,5965.25 4369.47,5962.48 4371.63,5959.47 4463.62,5873.45 4467.46,5871.78 4470.10,5871.66 4473.77,5873.28 4509.73,5914.66 4511.66,5918.31 4511.70,5921.45 4510.60,5926.02 4474.92,5959.69"
-1047776699,9634857069,9634857068,3998.16,6403.21,3989.34,6350.78,"3998.16,6403.21 3989.34,6350.78"
-1047776700,3754013330,3754013337,4049.83,6254.65,3948.3,6272.14,"4049.83,6254.65 3948.30,6272.14"
-1047776701,3754013330,9634857070,4060.98,6255.98,4167.37,6237.83,"4060.98,6255.98 4167.37,6237.83"
-1047776702,9634857071,9634857066,4098.7,6185.53,4090.63,6132.76,"4098.70,6185.53 4090.63,6132.76"
-1047776703,9634857072,3754013345,4213.1,6297.19,4188.09,6303.82,"4213.10,6297.19 4188.09,6303.82"
-1047776704,9634857074,9634857073,5305.71,6245.22,5393.37,6229.89,"5305.71,6245.22 5393.37,6229.89"
-1047776705,9634857076,9634857075,5388.47,6190.53,5300.0,6196.36,"5388.47,6190.53 5300.00,6196.36"
-1047776706,1086228821,9634857077,5441.08,6304.83,5461.65,6302.06,"5441.08,6304.83 5461.65,6302.06"
-1047776707,9634857078,3206090581,5507.51,6256.93,5506.51,6232.26,"5507.51,6256.93 5506.51,6232.26"
-1047776710,2349454918,9634857080,6498.82,5973.65,6489.61,5937.33,"6498.82,5973.65 6497.35,5965.75 6489.61,5937.33"
-1058893367,9729677413,8157208568,4751.91,3887.5,4776.53,3905.13,"4751.91,3887.50 4778.54,3900.00 4776.53,3905.13"
-1058893369,9729778321,8157208578,4729.11,4031.57,4685.73,4008.74,"4729.11,4031.57 4724.38,4032.46 4720.87,4030.37 4704.38,4020.54 4685.73,4008.74"
-1058895737,9729771242,297476492,5201.32,3747.96,5202.44,3762.27,"5201.32,3747.96 5202.44,3762.27"
-1058895738,9729771241,9729771243,5197.92,3720.86,5199.21,3728.6,"5197.92,3720.86 5199.21,3728.60"
-1059541306,9734687695,3470857735,5232.81,3634.11,5203.77,3640.69,"5232.81,3634.11 5227.40,3634.42 5204.72,3639.41 5203.77,3640.69"
-1059541307,9734687696,297476338,5211.54,3658.57,5204.79,3657.95,"5211.54,3658.57 5204.79,3657.95"
-1061968263,1083578416,1083578402,5296.02,3237.46,5315.46,3276.52,"5296.02,3237.46 5301.99,3264.84 5306.14,3272.43 5313.35,3276.21 5315.46,3276.52"
-1063130685,9766073942,3752452009,6478.55,5860.59,6454.34,5835.54,"6478.55,5860.59 6454.34,5835.54"
-1065411668,9784512170,2349455004,6002.22,6034.47,6010.71,6068.65,"6002.22,6034.47 6010.71,6068.65"
-1067110486,9798184194,9169836280,6646.53,5596.05,6643.28,5649.62,"6646.53,5596.05 6643.28,5649.62"
-1069557532,9816948144,9816948141,5369.74,4326.13,5466.51,4143.67,"5369.74,4326.13 5375.33,4311.35 5418.31,4218.80 5466.51,4143.67"
-1077609717#1,9880394020,cluster_12536271034_9880394019,6628.41,6582.64,6635.02,6603.86,"6628.41,6582.64 6635.02,6603.86"
-1077609717#2,9880394025,9880394020,6633.08,6505.23,6632.45,6574.76,"6633.08,6505.23 6639.89,6572.28 6632.45,6574.76"
-1077609717#3,9886886695,9880394025,6616.35,6464.66,6632.16,6495.79,"6616.35,6464.66 6629.03,6461.11 6632.16,6495.79"
-1077609717#4,9880394023,9886886695,6504.88,6495.85,6607.26,6467.2,"6504.88,6495.85 6607.26,6467.20"
-1077609718#0,cluster_9880394024_9880394027,9880394020,6534.48,6605.88,6624.55,6580.53,"6534.48,6605.88 6624.55,6580.53"
-1077609718#2,9880394025,cluster_9880394024_9880394027,6628.58,6499.69,6521.17,6602.52,"6628.58,6499.69 6509.97,6533.38 6521.17,6602.52"
-1077609719,12536271032,cluster_9880394024_9880394027,6544.43,6634.75,6532.67,6609.86,"6544.43,6634.75 6544.21,6634.14 6532.67,6609.86"
-1078439527,cluster_9880394024_9880394027,12536271031,6520.34,6608.45,6499.43,6646.67,"6520.34,6608.45 6509.99,6619.93 6502.84,6627.56 6499.43,6646.67"
-1078439528,9886886698,9886886695,6512.83,6459.23,6608.37,6460.2,"6512.83,6459.23 6591.35,6436.22 6600.88,6440.81 6608.37,6460.20"
-1078707886#0,9888881736,12082306931,6515.76,5048.61,6515.7,5048.8,"6515.76,5048.61 6515.70,5048.80"
-1078707886#1,9888881750,9888881736,6441.84,5029.56,6511.3,5043.62,"6441.84,5029.56 6511.30,5043.62"
-1078707886#2,1083545533,9888881750,6343.7,5002.07,6426.56,5025.97,"6343.70,5002.07 6426.56,5025.97"
-1078707886#3,1083545188,1083545533,6300.3,4990.05,6329.9,4998.19,"6300.30,4990.05 6329.90,4998.19"
-1078707886#4,1083545206,1083545188,6253.7,4980.64,6286.64,4986.87,"6253.70,4980.64 6286.64,4986.87"
-1078707886#5,9888881737,1083545206,6190.96,4966.47,6239.38,4977.65,"6190.96,4966.47 6239.38,4977.65"
-1078707887#0,9888881745,9888881736,6570.07,5046.48,6526.76,5046.36,"6570.07,5046.48 6570.82,5051.96 6568.32,5060.11 6565.74,5061.01 6561.09,5059.91 6542.70,5055.99 6526.76,5046.36"
-1078707887#1,9888881744,9888881745,6565.12,4997.71,6568.13,5032.17,"6565.12,4997.71 6568.07,5031.73 6568.13,5032.17"
-1078707888,9888881749,9888881745,6579.93,5000.21,6576.87,5035.08,"6579.93,5000.21 6578.84,5014.97 6578.63,5031.46 6576.87,5035.08"
-1078707889,9888881754,9888881750,6465.45,5020.69,6437.93,5017.91,"6465.45,5020.69 6453.21,5017.16 6444.19,5015.34 6437.93,5017.91"
-1083204838,9926980726,3206191176,8821.64,3298.26,8798.56,3326.15,"8821.64,3298.26 8798.56,3326.15"
-1083520879,9929618752,cluster_2683490484_2683490485,5674.31,3344.82,5705.47,3343.28,"5674.31,3344.82 5705.47,3343.28"
-1084387569#1,9936959784,cluster_9936959778_9936959779,4447.86,6300.2,4408.46,6176.85,"4447.86,6300.20 4475.84,6271.70 4482.05,6260.79 4480.52,6249.74 4475.01,6241.29 4413.46,6181.69 4408.46,6176.85"
-1086882813,3207655302,3207655319,8739.26,4241.47,8665.89,4045.46,"8739.26,4241.47 8715.86,4223.64 8652.85,4079.04 8665.89,4045.46"
-1092624632,2852260246,8129291650,4633.39,3306.81,4637.8,3351.12,"4633.39,3306.81 4637.80,3351.12"
-1092624633,8129291673,2852260301,4661.85,3429.39,4698.94,3456.72,"4661.85,3429.39 4666.88,3439.24 4679.83,3462.70 4698.94,3456.72"
-1100816187,10074783678,12089976195,7594.44,4401.22,7679.5,4314.7,"7594.44,4401.22 7658.28,4382.53 7661.89,4379.22 7660.59,4372.91 7662.63,4370.77 7691.65,4363.30 7694.54,4358.64 7680.15,4316.96 7679.50,4314.70"
-1103136726,10094915133,10094915129,6029.43,3086.87,5868.84,3294.21,"6029.43,3086.87 5891.78,3167.56 5864.79,3192.23 5840.45,3223.00 5832.04,3236.23 5838.83,3250.61 5868.84,3294.21"
-1108502293,10142540330,10142540328,7019.91,2896.04,6994.18,2946.13,"7019.91,2896.04 6996.19,2918.40 6994.18,2946.13"
-1109899181#0,10153696190,11108941611,7582.23,4064.31,7673.06,4068.53,"7582.23,4064.31 7660.63,4068.07 7673.06,4068.53"
-1109899181#1,10153696188,10153696190,7544.37,4014.16,7573.35,4064.35,"7544.37,4014.16 7542.05,4036.45 7541.43,4064.49 7560.52,4065.16 7573.35,4064.35"
-1109899181#2,10153696190,10153696188,7579.46,4057.84,7551.26,4008.53,"7579.46,4057.84 7582.45,4011.55 7551.26,4008.53"
-1109899183,10153696197,10153696192,7508.47,3931.91,7501.77,3951.06,"7508.47,3931.91 7525.37,3940.40 7523.74,3944.02 7534.13,3948.22 7528.74,3962.68 7501.77,3951.06"
-1109899184,10153696198,10153696197,7431.61,3895.89,7499.39,3927.51,"7431.61,3895.89 7499.39,3927.51"
-1110010476,10154709883,10154709882,6059.7,6418.09,6041.04,6318.1,"6059.70,6418.09 6041.69,6321.58 6041.04,6318.10"
-1111781649,10117863532,308484469,6167.95,4954.77,6039.91,4898.23,"6167.95,4954.77 6039.91,4898.23"
-1112179784,10174933930,3752556568,8774.63,4773.08,8684.66,4785.73,"8774.63,4773.08 8686.02,4785.76 8684.66,4785.73"
-1124109805,10279861304,10279861301,5391.17,6465.76,5356.84,6407.32,"5391.17,6465.76 5377.11,6436.16 5363.98,6427.13 5356.84,6407.32"
-1124338655,9183180804,10281622166,8117.83,3636.11,8210.22,3728.68,"8117.83,3636.11 8115.90,3638.17 8116.31,3645.19 8149.01,3733.04 8155.49,3742.30 8163.47,3743.37 8210.22,3728.68"
-1124971442#0,10287500325,10287500315,7639.73,6206.61,7623.21,6208.0,"7639.73,6206.61 7626.15,6207.88 7623.21,6208.00"
-1124971442#1,10287500320,10287500325,7745.23,6248.94,7649.1,6205.73,"7745.23,6248.94 7744.91,6228.82 7735.86,6224.24 7731.64,6198.01 7649.10,6205.73"
-1124971442#2,10287500319,10287500320,7746.61,6335.25,7745.42,6261.12,"7746.61,6335.25 7745.42,6261.12"
-1124971442#3,10287500324,10287500319,7657.89,6347.39,7740.66,6341.72,"7657.89,6347.39 7740.66,6341.72"
-1124971442#4,10287500325,10287500324,7643.36,6212.65,7651.17,6341.29,"7643.36,6212.65 7651.17,6341.29"
-1124971443,10287500323,10287500320,7834.11,6228.79,7749.05,6250.42,"7834.11,6228.79 7789.24,6229.76 7764.98,6233.50 7749.05,6250.42"
-1126956898,2347019648,cluster_4937867320_4937867521,8592.84,6204.82,8609.19,6242.01,"8592.84,6204.82 8609.19,6242.01"
-1131466482,10548026702,5348808191,6981.35,3479.35,7036.7,3348.22,"6981.35,3479.35 6999.54,3477.11 7006.57,3475.82 7009.25,3472.54 7010.84,3467.95 7019.32,3430.34 7028.96,3397.49 7034.18,3366.13 7036.70,3348.22"
-1148389667,cluster_10684819707_1083529120,10684819699,8447.15,5923.13,8425.8,5693.02,"8447.15,5923.13 8450.40,5909.91 8463.50,5777.51 8466.53,5749.51 8472.92,5734.05 8480.24,5724.20 8484.05,5714.39 8468.64,5703.61 8425.80,5693.02"
-1149851554#0,10696750091,10696750083,5120.86,3878.87,5158.07,3951.71,"5120.86,3878.87 5129.68,3890.23 5144.88,3918.73 5150.12,3931.71 5158.07,3951.71"
