edge_id,from_node,to_node,from_x,from_y,to_x,to_y,shape
1047776706,9634857077,1086228821,5461.23,6298.88,5440.65,6301.66,"5461.23,6298.88 5440.65,6301.66"
1047776707,3206090581,9634857078,5503.31,6232.39,5504.31,6257.06,"5503.31,6232.39 5504.31,6257.06"
1047776708,8157208317,3206086900,4918.26,5445.09,4919.15,5435.54,"4918.26,5445.09 4919.15,5435.54"
1047776709,8157199313,8157199302,5020.22,5441.77,5079.61,5442.64,"5020.22,5441.77 5039.70,5442.02 5049.94,5438.90 5067.18,5442.79 5079.61,5442.64"
1047776710,9634857080,2349454918,6486.53,5938.17,6495.68,5974.23,"6486.53,5938.17 6494.23,5966.47 6495.68,5974.23"
1058893367,8157208568,9729677413,4779.5,3906.3,4753.27,3884.6,"4779.50,3906.30 4782.62,3898.38 4753.27,3884.60"
1058893369,8157208578,9729778321,4684.02,4011.44,4729.71,4034.71,"4684.02,4011.44 4702.70,4023.26 4719.23,4033.11 4723.78,4035.84 4729.71,4034.71"
1058895737,297476492,9729771242,5205.63,3762.02,5204.51,3747.71,"5205.63,3762.02 5204.51,3747.71"
1058895738,9729771243,9729771241,5202.37,3728.07,5201.08,3720.33,"5202.37,3728.07 5201.08,3720.33"
1058895739,9729771242,9729771243,5202.64,3744.89,5201.17,3731.14,"5202.64,3744.89 5201.17,3731.14"
1059541306,3470857735,9734687695,5206.33,3642.61,5232.99,3637.31,"5206.33,3642.61 5206.58,3642.27 5227.84,3637.60 5232.99,3637.31"
1059541307,297476338,9734687696,5204.5,3661.14,5211.26,3661.75,"5204.50,3661.14 5211.26,3661.75"
1061667146,12182109679,cluster_11048020058_11048020059_297465643_4940058495_#2more,9316.15,3618.75,8913.64,3779.27,"9316.15,3618.75 9244.58,3621.47 9172.44,3648.20 8973.44,3733.71 8919.55,3774.77 8913.64,3779.27"
1061968263,1083578402,1083578416,5315.93,3273.35,5299.15,3236.78,"5315.93,3273.35 5314.35,3273.13 5308.48,3270.05 5305.01,3263.70 5299.15,3236.78"
1063130685,3752452009,9766073942,6452.03,5837.76,6476.25,5862.82,"6452.03,5837.76 6476.25,5862.82"
1065401218,9784440192,9784440193,5835.36,6150.45,5811.81,6120.32,"5835.36,6150.45 5821.93,6133.26 5811.81,6120.32"
1065411668,2349455004,9784512170,6013.82,6067.88,6005.33,6033.7,"6013.82,6067.88 6005.33,6033.70"
1067110486,9169836280,9798184194,6646.47,5649.82,6649.72,5596.24,"6646.47,5649.82 6649.72,5596.24"
1069557529#0,9816948127,9816948126,5327.34,3851.53,5327.44,3849.1,"5327.34,3851.53 5327.44,3849.10"
1069557529#1,9816948126,9816948128,5327.22,3844.28,5326.28,3836.91,"5327.22,3844.28 5326.28,3836.91"
1069557532,9816948141,9816948144,5463.82,4141.94,5366.74,4324.99,"5463.82,4141.94 5415.49,4217.26 5372.37,4310.11 5366.74,4324.99"
1069557533,9816948126,9816948145,5329.96,3846.59,5392.59,3844.57,"5329.96,3846.59 5392.59,3844.57"
1077609717#1,cluster_12536271034_9880394019,9880394020,6638.1,6602.98,6631.47,6581.69,"6638.10,6602.98 6631.47,6581.69"
1077609717#2,9880394020,9880394025,6633.47,6577.79,6636.26,6504.91,"6633.47,6577.79 6643.33,6574.50 6636.26,6504.91"
1077609717#3,9880394025,9886886695,6635.35,6495.5,6615.48,6461.58,"6635.35,6495.50 6631.87,6456.99 6615.48,6461.58"
1077609717#4,9886886695,9880394023,6606.4,6464.12,6504.02,6492.77,"6606.40,6464.12 6504.02,6492.77"
1077609718#0,9880394020,cluster_9880394024_9880394027,6623.69,6577.45,6533.61,6602.8,"6623.69,6577.45 6533.61,6602.80"
1077609718#2,cluster_9880394024_9880394027,9880394025,6524.33,6602.01,6629.45,6502.77,"6524.33,6602.01 6513.59,6535.68 6629.45,6502.77"
1077609719,cluster_9880394024_9880394027,12536271032,6529.78,6611.24,6541.42,6635.84,"6529.78,6611.24 6541.25,6635.38 6541.42,6635.84"
1078439527,12536271031,cluster_9880394024_9880394027,6502.57,6647.3,6522.72,6610.6,"6502.57,6647.30 6505.82,6629.06 6512.35,6622.09 6522.72,6610.60"
1078439528,9886886695,9886886698,6611.35,6459.05,6511.93,6456.15,"6611.35,6459.05 6603.40,6438.47 6591.63,6432.80 6511.93,6456.15"
1078707886#0,12082306931,9888881736,6518.75,5049.75,6518.81,5049.56,"6518.75,5049.75 6518.81,5049.56"
1078707886#1,9888881736,9888881750,6511.93,5040.49,6442.48,5026.43,"6511.93,5040.49 6442.48,5026.43"
1078707886#2,9888881750,1083545533,6427.45,5022.89,6344.59,4999.0,"6427.45,5022.89 6344.59,4999.00"
1078707886#3,1083545533,1083545188,6330.75,4995.1,6301.14,4986.96,"6330.75,4995.10 6301.14,4986.96"
1078707886#4,1083545188,1083545206,6287.24,4983.72,6254.29,4977.49,"6287.24,4983.72 6254.29,4977.49"
1078707886#5,1083545206,9888881737,6240.1,4974.53,6191.68,4963.35,"6240.10,4974.53 6191.68,4963.35"
1078707887#0,9888881736,9888881745,6525.1,5049.1,6573.24,5046.05,"6525.10,5049.10 6541.50,5059.01 6560.39,5063.03 6565.90,5064.33 6570.90,5062.61 6574.08,5052.22 6573.24,5046.05"
1078707887#1,9888881745,9888881744,6571.3,5031.73,6568.3,4997.43,"6571.30,5031.73 6571.25,5031.37 6568.30,4997.43"
1078707888,9888881745,9888881749,6578.37,5039.14,6583.13,5000.45,"6578.37,5039.14 6581.83,5032.22 6582.04,5015.11 6583.13,5000.45"
1078707889,9888881750,9888881754,6440.53,5020.3,6464.57,5023.77,"6440.53,5020.30 6444.51,5018.66 6452.45,5020.28 6464.57,5023.77"
1082333291#0,4952273303,cluster_4952273300_4952273305_9919306908_9919306909,4709.53,4525.8,4685.62,4530.26,"4709.53,4525.80 4685.62,4530.26"
1082333292#0,9919306817,10665444922,4433.63,3918.2,4581.62,4203.54,"4433.63,3918.20 4433.48,3936.93 4433.65,3950.75 4435.26,3965.31 4438.95,3973.82 4444.57,3985.89 4451.30,3997.11 4461.28,4013.36 4473.77,4032.47 4486.59,4052.71 4497.14,4067.20 4522.87,4099.70 4545.80,4132.86 4553.93,4146.43 4563.36,4166.36 4581.62,4203.54"
1082333292#1,10665444922,10665444927,4593.49,4227.73,4626.45,4331.97,"4593.49,4227.73 4601.96,4244.97 4608.25,4261.79 4621.46,4307.78 4626.45,4331.97"
1082333292#10,11109470217,cluster_9936959778_9936959779,4522.04,6045.05,4399.45,6163.39,"4522.04,6045.05 4441.25,6122.14 4399.45,6163.39"
1082333292#11,cluster_9936959778_9936959779,cluster_296850285_6045642714,4392.78,6169.98,4112.01,6536.52,"4392.78,6169.98 4348.31,6213.89 4273.53,6288.69 4248.87,6318.19 4231.97,6340.73 4205.55,6380.17 4149.25,6472.46 4122.32,6516.19 4116.37,6527.08 4114.01,6534.28 4112.01,6536.52"
1082333292#2,10665444927,cluster_4952273300_4952273305_9919306908_9919306909,4627.47,4336.87,4666.17,4528.43,"4627.47,4336.87 4639.67,4395.87 4661.90,4508.78 4666.17,4528.43"
1082333292#4,cluster_4952273300_4952273305_9919306908_9919306909,cluster_297428595_9919306910,4670.86,4549.7,4712.93,4750.3,"4670.86,4549.70 4682.62,4601.93 4709.16,4721.79 4712.62,4743.21 4712.93,4750.30"
1082333292#5,cluster_297428595_9919306910,9919306912,4713.29,4759.96,4606.65,5016.77,"4713.29,4759.96 4712.69,4772.19 4711.61,4785.53 4709.69,4797.02 4706.15,4807.77 4699.79,4820.66 4691.37,4839.20 4681.33,4860.92 4615.57,4997.35 4606.65,5016.77"
1082333292#6,9919306912,9919306913,4602.66,5025.46,4610.61,5343.67,"4602.66,5025.46 4576.33,5082.80 4571.15,5095.70 4566.15,5111.52 4561.91,5130.54 4558.80,5151.21 4557.61,5169.07 4557.66,5184.97 4560.71,5227.83 4563.54,5253.28 4566.81,5266.16 4575.25,5290.49 4584.17,5307.00 4592.62,5321.38 4601.50,5333.88 4610.08,5343.18 4610.61,5343.67"
1082333292#7,9919306913,9919306914,4617.45,5350.15,4692.49,5883.75,"4617.45,5350.15 4621.46,5353.94 4631.14,5361.25 4638.53,5366.07 4781.72,5447.10 4790.87,5454.35 4799.57,5462.26 4808.33,5474.76 4813.38,5485.82 4817.47,5499.47 4842.30,5587.96 4845.79,5602.30 4846.62,5614.13 4846.00,5630.33 4843.18,5640.34 4837.64,5648.82 4830.10,5657.20 4823.03,5663.30 4816.67,5668.13 4745.71,5709.99 4734.50,5718.15 4722.40,5730.06 4714.17,5746.64 4711.60,5758.90 4710.76,5770.96 4709.24,5851.08 4701.72,5870.41 4692.49,5883.75"
1082333292#8,9919306914,11109470219,4686.66,5892.21,4539.72,6028.18,"4686.66,5892.21 4685.91,5893.29 4605.83,5965.09 4539.72,6028.18"
1082333292#9,11109470219,11109470217,4532.91,6034.67,4528.84,6038.55,"4532.91,6034.67 4528.84,6038.55"
1083204838,3206191176,9926980726,8801.02,3328.19,8824.11,3300.3,"8801.02,3328.19 8824.11,3300.30"
1083520879,cluster_2683490484_2683490485,9929618752,5705.31,3340.08,5674.15,3341.62,"5705.31,3340.08 5674.15,3341.62"
1084387569#1,cluster_9936959778_9936959779,9936959784,4406.23,6179.15,4445.58,6297.96,"4406.23,6179.15 4411.24,6183.99 4472.53,6243.33 4477.44,6250.88 4478.73,6260.15 4473.26,6269.76 4445.58,6297.96"
1086882813,3207655319,3207655302,8662.91,4044.3,8737.32,4244.01,"8662.91,4044.30 8649.39,4079.12 8713.26,4225.68 8737.32,4244.01"
1092624632,8129291650,2852260246,4640.98,3350.8,4636.57,3306.49,"4640.98,3350.80 4636.57,3306.49"
1100816187,12089976195,10074783678,7676.42,4315.59,7593.54,4398.14,"7676.42,4315.59 7677.09,4317.92 7691.02,4358.24 7689.61,4360.52 7660.95,4367.89 7657.11,4371.91 7658.39,4378.08 7656.66,4379.67 7593.54,4398.14"
1103136726,10094915129,10094915133,5871.47,3292.39,6031.04,3089.63,"5871.47,3292.39 5841.61,3249.01 5835.68,3236.45 5843.07,3224.86 5867.13,3194.41 5893.68,3170.14 6031.04,3089.63"
1108502293,10142540328,10142540330,6997.38,2946.37,7022.1,2898.37,"6997.38,2946.37 6999.29,2919.88 7022.10,2898.37"
1109899181#0,11108941611,10153696190,7673.18,4065.33,7582.38,4061.11,"7673.18,4065.33 7660.77,4064.87 7582.38,4061.11"
1109899181#1,10153696190,10153696188,7573.15,4061.16,7547.56,4014.49,"7573.15,4061.16 7560.48,4061.96 7544.69,4061.41 7545.25,4036.65 7547.56,4014.49"
1109899181#2,10153696188,10153696190,7550.95,4011.71,7576.27,4057.63,"7550.95,4011.71 7579.05,4014.43 7576.27,4057.63"
1109899182,10153696188,10153696192,7548.0,4005.28,7496.48,3955.76,"7548.00,4005.28 7547.82,3989.50 7492.56,3966.75 7496.48,3955.76"
1109899183,10153696192,10153696197,7500.5,3954.0,7509.9,3929.05,"7500.50,3954.00 7530.56,3966.96 7538.21,3946.42 7528.02,3942.30 7529.55,3938.92 7509.90,3929.05"
1109899184,10153696197,10153696198,7500.74,3924.61,7432.97,3892.99,"7500.74,3924.61 7432.97,3892.99"
1110010476,10154709882,10154709883,6037.9,6318.69,6056.56,6418.67,"6037.90,6318.69 6038.55,6322.16 6056.56,6418.67"
1111781638,10171465749,10171465759,6593.32,4514.35,6643.01,4714.01,"6593.32,4514.35 6590.53,4532.02 6587.49,4541.48 6590.86,4561.70 6598.07,4604.05 6600.49,4618.37 6599.32,4625.56 6596.45,4640.45 6624.47,4685.33 6643.01,4714.01"
1111781639,10171465759,10171465749,6645.7,4712.27,6596.48,4514.84,"6645.70,4712.27 6627.17,4683.61 6599.83,4639.83 6602.48,4626.12 6603.73,4618.35 6601.23,4603.51 6594.02,4561.16 6590.77,4541.72 6593.65,4532.76 6596.48,4514.84"
1111781649,308484469,10117863532,6038.61,4901.15,6166.66,4957.7,"6038.61,4901.15 6166.66,4957.70"
1112179784,3752556568,10174933930,8684.6,4788.93,8775.09,4776.24,"8684.60,4788.93 8686.22,4788.96 8775.09,4776.24"
1121631870#0,2683507727,cluster_2683507684_297521179,7319.11,3166.24,7249.61,3092.18,"7319.11,3166.24 7311.86,3157.27 7253.80,3096.60 7249.61,3092.18"
1121631870#1,cluster_2683507684_297521179,2683507680,7239.43,3082.16,7201.92,3047.46,"7239.43,3082.16 7205.37,3050.85 7201.92,3047.46"
1124109805,10279861301,10279861304,5353.83,6408.4,5388.27,6467.14,"5353.83,6408.40 5361.32,6429.19 5374.59,6438.30 5388.27,6467.14"
1124338656,10281622166,9183180804,8214.15,3720.52,8125.7,3631.69,"8214.15,3720.52 8173.21,3614.49 8125.70,3631.69"
1124971442#0,10287500315,10287500325,7623.34,6211.2,7640.03,6209.79,"7623.34,6211.20 7626.37,6211.08 7640.03,6209.79"
1124971442#1,10287500325,10287500320,7649.4,6208.91,7742.03,6248.99,"7649.40,6208.91 7728.96,6201.47 7732.96,6226.36 7741.75,6230.80 7742.03,6248.99"
1124971442#2,10287500320,10287500319,7742.22,6261.17,7743.41,6335.3,"7742.22,6261.17 7743.41,6335.30"
1124971442#3,10287500319,10287500324,7740.44,6338.52,7657.67,6344.2,"7740.44,6338.52 7657.67,6344.20"
1124971442#4,10287500324,10287500325,7654.37,6341.1,7646.56,6212.45,"7654.37,6341.10 7646.56,6212.45"
1124971443,10287500320,10287500323,7751.38,6252.62,7834.17,6231.99,"7751.38,6252.62 7766.56,6236.50 7789.52,6232.96 7834.17,6231.99"
1126956898,cluster_4937867320_4937867521,2347019648,8612.12,6240.72,8595.77,6203.53,"8612.12,6240.72 8595.77,6203.53"
1131466482,5348808191,10548026702,7033.53,3347.77,6980.95,3476.17,"7033.53,3347.77 7031.02,3365.65 7025.84,3396.77 7016.22,3429.54 7007.76,3467.07 7006.41,3470.96 7004.83,3472.88 6999.06,3473.95 6980.95,3476.17"
1146064771#0,10665396078,10665445056,7329.67,3063.52,7398.35,3233.3,"7329.67,3063.52 7330.11,3063.40 7352.99,3135.61 7360.79,3144.21 7368.82,3172.59 7374.35,3192.02 7386.59,3216.12 7398.35,3233.30"
1146064771#1,10665445056,10665396086,7403.85,3241.33,7421.06,3260.43,"7403.85,3241.33 7404.66,3242.52 7421.06,3260.43"
1146064772,cluster_12486229739_12486229740,10665396090,7335.46,3181.61,7293.79,3043.79,"7335.46,3181.61 7330.31,3167.25 7316.83,3126.82 7306.14,3098.22 7293.79,3043.79"
1146064773,10665396091,10665396094,7729.41,4176.33,7694.54,4076.92,"7729.41,4176.33 7735.50,4173.98 7703.53,4073.94 7694.54,4076.92"
1146064774,10665396095,10665396098,7679.74,4083.04,7712.01,4174.0,"7679.74,4083.04 7673.71,4085.64 7705.83,4176.44 7712.01,4174.00"
1146064775#0,10665396099,cluster_10665445057_4939912207,8431.42,4250.01,8430.51,4210.63,"8431.42,4250.01 8434.10,4249.77 8430.51,4210.63"
1146064775#1,cluster_10665445057_4939912207,10665396102,8429.13,4195.66,8422.05,4138.64,"8429.13,4195.66 8424.39,4143.84 8422.05,4138.64"
1146064776,10665396103,10665444807,8407.49,4145.02,8419.3,4249.84,"8407.49,4145.02 8407.17,4146.66 8412.70,4200.64 8416.40,4249.90 8419.30,4249.84"
1146064777#0,10665444808,10665444811,8409.77,5727.85,8443.63,5653.6,"8409.77,5727.85 8413.40,5725.68 8429.93,5682.06 8443.63,5653.60"
1146064777#1,10665444811,cluster_10665444813_312691500,8446.98,5652.47,8489.27,5674.16,"8446.98,5652.47 8489.27,5674.16"
1146064778#0,10665444814,cluster_10665444816_2349454864,8397.06,5719.71,8404.65,5696.62,"8397.06,5719.71 8396.61,5717.31 8404.65,5696.62"
1146064778#1,cluster_10665444816_2349454864,10665444820,8409.03,5683.09,8384.01,5638.94,"8409.03,5683.09 8415.40,5659.31 8413.99,5650.76 8404.38,5646.59 8384.01,5638.94"
1146064779,10665444811,cluster_297464213_4952359852_4952361550_6453679380,8443.74,5648.18,8443.68,5647.99,"8443.74,5648.18 8443.68,5647.99"
1146064780,10665444821,297467916,8389.95,5624.16,8446.29,5595.36,"8389.95,5624.16 8421.51,5621.40 8436.06,5616.39 8444.05,5594.86 8446.29,5595.36"
1146064781,10665444825,10665444826,8465.33,5639.47,8457.89,5616.79,"8465.33,5639.47 8457.89,5616.79"
1146064805#0,10665444911,10665444919,4178.8,3702.29,4208.61,3700.81,"4178.80,3702.29 4208.61,3700.81"
1146064805#1,10665444919,10665444914,4213.61,3700.56,4236.6,3699.38,"4213.61,3700.56 4236.60,3699.38"
1146064806,10665444915,10665444918,4126.93,3684.55,4235.96,3677.52,"4126.93,3684.55 4126.93,3684.37 4235.95,3677.25 4235.96,3677.52"
1146064807,10665444919,10665444921,4211.27,3703.2,4178.57,3736.48,"4211.27,3703.20 4213.40,3733.25 4178.57,3736.48"
1146064808,10665444922,10665444927,4590.86,4228.38,4623.9,4335.12,"4590.86,4228.38 4598.25,4245.64 4607.87,4284.70 4619.23,4336.29 4623.90,4335.12"
1146064809#0,10665444928,cluster_10665444930_8157208525,4638.91,4328.95,4635.93,4313.47,"4638.91,4328.95 4635.93,4313.47"
1146064809#1,cluster_10665444930_8157208525,10665444935,4632.54,4299.53,4593.53,4199.21,"4632.54,4299.53 4623.88,4270.29 4613.25,4239.17 4600.43,4212.73 4593.53,4199.21"
1146064810,10665444936,10665444939,5501.4,4730.49,5572.35,4772.48,"5501.40,4730.49 5501.07,4731.06 5571.38,4774.53 5572.35,4772.48"
1146064811,10665444940,10665444944,5509.59,4711.71,5609.84,4769.94,"5509.59,4711.71 5510.41,4710.78 5571.70,4746.28 5610.33,4769.18 5609.84,4769.94"
1146064812#0,10665444945,cluster_10665444947_297132974,6191.68,5088.38,6232.14,5099.56,"6191.68,5088.38 6191.44,5089.45 6232.14,5099.56"
1146064812#1,cluster_10665444947_297132974,10665444949,6243.65,5102.17,6295.83,5111.39,"6243.65,5102.17 6295.66,5113.22 6295.83,5111.39"
1146064813,10665444950,10665444954,6214.59,5077.8,6333.85,5102.55,"6214.59,5077.80 6214.89,5077.04 6294.62,5093.46 6334.21,5100.89 6333.85,5102.55"
1146064814,10665444955,10665444958,7095.4,5310.13,7171.18,5338.51,"7095.40,5310.13 7095.12,5310.76 7171.18,5338.51"
1146064815,10665444959,10665444962,7099.96,5297.0,7175.08,5325.81,"7099.96,5297.00 7101.10,5294.29 7175.34,5325.26 7175.08,5325.81"
1146064816#0,10665444963,cluster_10665444965_7156023722,7904.88,5567.61,7928.94,5576.85,"7904.88,5567.61 7904.48,5568.52 7928.94,5576.85"
1146064816#1,cluster_10665444965_7156023722,10665444968,7938.42,5580.03,7980.45,5593.82,"7938.42,5580.03 7967.81,5589.77 7980.20,5594.23 7980.45,5593.82"
1146064817,10665444969,10665444973,7908.87,5555.27,7994.09,5582.23,"7908.87,5555.27 7909.07,5554.90 7978.41,5577.51 7994.23,5581.94 7994.09,5582.23"
1146064818#0,10665444974,cluster_10665444979_12074940485_12074940486_12074940487_#1more,9185.44,6104.26,9185.55,6116.51,"9185.44,6104.26 9184.13,6104.64 9185.55,6116.51"
1146064818#1,cluster_10665444979_12074940485_12074940486_12074940487_#1more,cluster_12074940489_12074940490,9188.17,6138.38,9191.97,6167.51,"9188.17,6138.38 9191.97,6167.51"
1146064818#2,cluster_12074940489_12074940490,10665444977,9193.19,6176.84,9196.4,6188.02,"9193.19,6176.84 9194.70,6188.38 9196.40,6188.02"
1146064819#0,10665444977,cluster_10665444979_12074940485_12074940486_12074940487_#1more,9202.66,6187.1,9198.7,6137.31,"9202.66,6187.10 9204.43,6186.95 9198.70,6137.31"
1146064819#1,cluster_10665444979_12074940485_12074940486_12074940487_#1more,10665444974,9195.88,6114.96,9191.66,6102.96,"9195.88,6114.96 9194.04,6102.66 9191.66,6102.96"
1148389667,10684819699,cluster_10684819707_1083529120,8425.03,5696.13,8444.04,5922.36,"8425.03,5696.13 8467.30,5706.57 8480.15,5715.57 8477.42,5722.64 8470.12,5732.45 8463.39,5748.71 8460.32,5777.19 8447.24,5909.37 8444.04,5922.36"
1149851554#0,10696750083,10696750091,5161.04,3950.53,5123.39,3876.91,"5161.04,3950.53 5153.10,3930.52 5147.78,3917.37 5132.38,3888.49 5123.39,3876.91"
1149851554#1,10696750091,10696750087,5117.04,3870.23,5047.15,3857.2,"5117.04,3870.23 5075.39,3837.53 5047.15,3857.20"
1149851555,10696750088,10696750091,5208.88,3842.17,5122.81,3869.8,"5208.88,3842.17 5174.91,3847.56 5143.17,3859.00 5122.81,3869.80"
1150930030,10706521845,10706521846,5206.55,3898.17,5217.64,3882.73,"5206.55,3898.17 5213.96,3886.95 5217.64,3882.73"
1150930031,10706521847,10706521850,5205.41,3904.67,5234.6,3919.82,"5205.41,3904.67 5217.15,3916.11 5226.76,3919.63 5234.60,3919.82"
1150930032#0,10706521864,10706521871,5036.63,3665.73,5041.7,3712.75,"5036.63,3665.73 5041.70,3712.75"
1150930032#1,10706521871,10706521865,5042.7,3722.1,5043.33,3727.92,"5042.70,3722.10 5043.33,3727.92"
1150930033,10706521866,10706521865,5002.84,3753.61,5045.2,3735.91,"5002.84,3753.61 5018.79,3750.80 5037.83,3744.27 5044.73,3736.65 5045.20,3735.91"
1150930035,10706521865,10706521870,5050.41,3733.44,5072.14,3730.39,"5050.41,3733.44 5072.14,3730.39"
1150930036,10706521871,cluster_10706521872_3470869444,5048.77,3718.28,5069.36,3715.42,"5048.77,3718.28 5069.36,3715.42"
1150930050,10706542150,10706542151,5188.35,3820.45,5206.2,3817.27,"5188.35,3820.45 5206.20,3817.27"
1152318870,10718188827,10718188832,5917.79,6317.33,5986.45,6306.54,"5917.79,6317.33 5910.34,6268.15 5913.18,6257.82 5921.57,6248.09 5975.71,6239.29 5986.45,6306.54"
1153416608,312706935,6045642694,6657.85,6216.3,6613.31,6214.92,"6657.85,6216.30 6613.31,6214.92"
1154669365,2705363532,10738537767,4939.77,3499.54,4937.86,3496.22,"4939.77,3499.54 4937.86,3496.22"
1171461892#1,cluster_13542696998_13542696999_4939839455_4939912210,10665396099,8454.54,4438.99,8428.52,4252.77,"8454.54,4438.99 8453.59,4434.89 8447.60,4399.37 8441.05,4364.95 8436.65,4323.58 8434.18,4304.27 8431.57,4283.89 8429.37,4263.14 8428.52,4252.77"
1171461892#3,10665396099,cluster_10665445057_4939912207,8428.12,4247.78,8424.75,4210.35,"8428.12,4247.78 8427.41,4239.06 8424.75,4210.35"
1171461892#4,cluster_10665445057_4939912207,10665396102,8424.71,4196.06,8419.05,4139.25,"8424.71,4196.06 8421.02,4160.46 8419.05,4139.25"
1171461892#5,10665396102,cluster_11121678890_12541008204_6843909510_6843909540_#1more,8418.57,4130.75,8326.27,3894.85,"8418.57,4130.75 8418.21,4123.64 8413.40,4094.05 8405.16,4064.86 8403.93,4060.50 8398.44,4043.39 8391.41,4027.68 8380.43,4005.94 8373.67,3989.66 8359.39,3960.61 8343.24,3927.01 8331.26,3904.01 8327.46,3897.30 8326.27,3894.85"
1171461892#8,cluster_11121678890_12541008204_6843909510_6843909540_#1more,cluster_297432082_4939839501,8317.35,3876.84,8313.17,3866.58,"8317.35,3876.84 8313.17,3866.58"
1171462672,3206224328,10885598837,9119.13,3095.5,9256.43,3054.77,"9119.13,3095.50 9167.02,3079.46 9193.63,3070.31 9205.62,3068.54 9216.04,3068.42 9226.12,3067.73 9233.02,3065.61 9240.66,3061.32 9246.16,3059.05 9254.32,3055.16 9256.43,3054.77"
1180968886,10967777846,10967777912,7605.55,3863.35,7609.2,3877.4,"7605.55,3863.35 7609.20,3877.40"
1180968910#0,10967776742,10967778086,8587.39,7885.85,8250.19,6075.04,"8587.39,7885.85 8563.07,7842.84 8534.90,7786.58 8515.64,7742.65 8498.59,7699.10 8483.78,7656.66 8473.45,7621.02 8448.77,7526.04 8439.26,7480.29 8422.61,7404.62 8411.01,7345.68 8392.86,7276.04 8384.58,7243.75 8377.25,7214.84 8356.84,7132.51 8344.26,7084.80 8332.00,7031.70 8294.72,6881.55 8287.01,6846.90 8280.77,6812.03 8277.55,6773.95 8278.66,6716.07 8278.44,6662.86 8275.63,6616.44 8271.98,6580.98 8252.18,6453.82 8251.42,6449.08 8249.21,6435.27 8247.24,6423.03 8245.26,6392.96 8244.86,6386.90 8243.87,6349.59 8246.60,6237.21 8247.64,6187.23 8249.54,6099.51 8250.19,6075.04"
1180968910#1,10967778086,10967776877,8250.27,6072.04,7635.92,3924.08,"8250.27,6072.04 8252.89,5974.10 8254.85,5951.06 8258.49,5935.12 8263.15,5921.26 8268.09,5909.08 8278.04,5891.44 8286.66,5878.54 8299.85,5863.26 8313.89,5849.04 8327.65,5836.40 8343.90,5820.00 8362.60,5799.10 8374.93,5779.95 8400.29,5728.83 8415.64,5692.08 8442.79,5626.30 8505.29,5473.35 8516.60,5450.57 8522.69,5440.72 8529.54,5431.36 8537.13,5422.55 8545.37,5414.37 8554.25,5406.83 8561.99,5401.18 8570.09,5396.01 8578.51,5391.39 8596.07,5383.27 8628.18,5371.41 8674.65,5354.75 8687.22,5349.15 8696.76,5344.22 8706.67,5337.84 8715.99,5330.65 8724.66,5322.70 8732.61,5314.04 8739.79,5304.74 8746.14,5294.86 8751.63,5284.49 8756.19,5273.69 8759.68,5263.05 8762.28,5252.17 8763.98,5241.11 8764.77,5229.95 8764.64,5218.76 8763.59,5207.62 8761.64,5196.61 8758.78,5185.76 8751.00,5164.80 8709.92,5082.65 8648.21,4956.46 8596.83,4853.56 8571.19,4799.78 8557.66,4769.94 8541.08,4731.25 8527.18,4695.77 8508.98,4645.64 8493.89,4600.50 8483.23,4563.71 8466.05,4500.76 8452.06,4438.32 8450.67,4432.70 8444.59,4399.90 8439.61,4370.19 8432.71,4319.24 8429.80,4293.63 8427.53,4273.12 8421.23,4186.65 8412.68,4106.27 8410.83,4091.30 8409.03,4080.23 8406.22,4069.27 8402.41,4058.59 8397.65,4048.31 8391.99,4038.49 8385.45,4029.22 8378.09,4020.58 8369.98,4012.63 8361.19,4005.44 8351.78,3999.07 8341.82,3993.57 8331.36,3988.97 8320.51,3985.32 8309.38,3982.66 8298.04,3981.03 8286.62,3980.43 8275.17,3980.85 8263.81,3982.31 8252.64,3984.78 8241.74,3988.25 8231.20,3992.69 8221.11,3998.06 8211.54,4004.32 8202.56,4011.44 8189.65,4024.12 8008.17,4243.70 8001.23,4252.06 7992.99,4261.46 7984.10,4270.10 7974.55,4278.01 7964.40,4285.16 7953.71,4291.48 7942.56,4296.93 7931.00,4301.49 7919.12,4305.13 7906.98,4307.81 7894.67,4309.53 7882.26,4310.27 7870.06,4310.05 7857.91,4308.88 7845.89,4306.78 7834.07,4303.76 7822.52,4299.82 7811.31,4295.01 7800.52,4289.33 7790.21,4282.85 7780.43,4275.58 7771.25,4267.58 7762.73,4258.90 7754.91,4249.58 7747.85,4239.67 7741.58,4229.26 7736.12,4218.34 7730.04,4204.68 7706.97,4135.86 7664.35,4006.18 7643.22,3942.26 7635.92,3924.08"
1180968957,10967777743,10967777088,8670.37,5727.34,8670.18,5727.29,"8670.37,5727.34 8670.18,5727.29"
